FID,Shape,地名,区划码,县级,县级码,县级类,地级,地级码,地级类,省级,省级码,省级类,曾用名,备注,ENG_NAME
1618,面,秦淮区,320104,秦淮区,320104,市辖区,南京市,320100,地级市,江苏省,320000,省,白下区(秦淮区),2013年撤销白下区，和秦淮区设立新的秦淮区,Qinhuai
1619,面,秦州区,620502,秦州区,620502,市辖区,天水市,620500,地级市,甘肃省,620000,省,秦城区,2004年秦城区更名为秦州区,Qinzhou
1620,面,沁水县,140521,沁水县,140521,县,晋城市,140500,地级市,山西省,140000,省, , ,Qinshui
1621,面,沁县,140430,沁县,140430,县,长治市,140400,地级市,山西省,140000,省, , ,Qinxian
1622,面,沁阳市,410882,沁阳市,410882,县级市,焦作市,410800,地级市,河南省,410000,省, , ,Qinyang
1623,面,沁源县,140431,沁源县,140431,县,长治市,140400,地级市,山西省,140000,省, , ,Qinyuan
1624,面,青白江区,510113,青白江区,510113,市辖区,成都市,510100,地级市,四川省,510000,省, , ,Qingbaijiang
1625,面,青川县,510822,青川县,510822,县,广元市,510800,地级市,四川省,510000,省, , ,Qingchuan
1626,面,青冈县,231223,青冈县,231223,县,绥化市,231200,地级市,黑龙江省,230000,省, , ,Qinggang
1627,面,青河县,654325,青河县,654325,县,阿勒泰地区,654300,地区,新疆维吾尔自治区,650000,自治区, , ,Qinghe
1628,面,青龙满族自治县,130321,青龙满族自治县,130321,自治县,秦皇岛市,130300,地级市,河北省,130000,省, , ,Qinglongmanzu
1629,面,青浦区,310118,青浦区,310118,市辖区,不统计,0,不统计,上海市,310000,直辖市, , ,Qingpu
1630,面,青山湖区,360111,青山湖区,360111,市辖区,南昌市,360100,地级市,江西省,360000,省,郊区,2002年郊区更名为青山湖区,Qingshanhu
1631,面,青神县,511425,青神县,511425,县,眉山市,511400,地级市,四川省,510000,省, , ,Qingshen
1632,面,青田县,331121,青田县,331121,县,丽水市,331100,地级市,浙江省,330000,省, , ,Qingtian
1633,面,青铜峡市,640381,青铜峡市,640381,县级市,吴忠市,640300,地级市,宁夏回族自治区,640000,自治区, , ,Qingtongxia
1634,面,青县,130922,青县,130922,县,沧州市,130900,地级市,河北省,130000,省, , ,Qingxian
1635,面,青秀区,450103,青秀区,450103,市辖区,南宁市,450100,地级市,广西壮族自治区,450000,自治区, , ,Qingxiu
1636,面,青羊区,510105,青羊区,510105,市辖区,成都市,510100,地级市,四川省,510000,省, , ,Qingyang
1637,面,青阳县,341723,青阳县,341723,县,池州市,341700,地级市,安徽省,340000,省, , ,Qingyang
1638,面,青原区,360803,青原区,360803,市辖区,吉安市,360800,地级市,江西省,360000,省, , ,Qingyuan
1639,面,青云谱区,360104,青云谱区,360104,市辖区,南昌市,360100,地级市,江西省,360000,省, ,2003年新设立青云谱区,Qingyunpu
1640,面,青州市,370781,青州市,370781,县级市,潍坊市,370700,地级市,山东省,370000,省, , ,Qingzhou
1641,面,清城区,441802,清城区,441802,市辖区,清远市,441800,地级市,广东省,440000,省, , ,Qingcheng
1642,面,清丰县,410922,清丰县,410922,县,濮阳市,410900,地级市,河南省,410000,省, , ,Qingfeng
1643,面,清河门区,210905,清河门区,210905,市辖区,阜新市,210900,地级市,辽宁省,210000,省, , ,Qinghemen
1644,面,清河区,211204,清河区,211204,市辖区,铁岭市,211200,地级市,辽宁省,210000,省, , ,Qinghe
1645,面,清河县,130534,清河县,130534,县,邢台市,130500,地级市,河北省,130000,省, , ,Qinghe
1646,面,清涧县,610830,清涧县,610830,县,榆林市,610800,地级市,陕西省,610000,省, , ,Qingjian
1647,面,清江浦区,320812,清江浦区,320812,市辖区,淮安市,320800,地级市,江苏省,320000,省, ,2016年撤销清河区、清浦区，设立清江浦区,Qingjiangpu
1648,面,清流县,350423,清流县,350423,县,三明市,350400,地级市,福建省,350000,省, , ,Qingliu
1649,面,清水河县,150124,清水河县,150124,县,呼和浩特市,150100,地级市,内蒙古自治区,150000,自治区, , ,Qingshuihe
1650,面,清水县,620521,清水县,620521,县,天水市,620500,地级市,甘肃省,620000,省, , ,Qingshui
1651,面,清新区,441803,清新区,441803,市辖区,清远市,441800,地级市,广东省,440000,省,清新县,2012年撤销清新县，设立清新区,Qingxin
1652,面,清徐县,140121,清徐县,140121,县,太原市,140100,地级市,山西省,140000,省, , ,Qingxu
1653,面,清原满族自治县,210423,清原满族自治县,210423,自治县,抚顺市,210400,地级市,辽宁省,210000,省, , ,Qingyuanmanzu
1654,面,清苑区,130608,清苑区,130608,市辖区,保定市,130600,地级市,河北省,130000,省,清苑县,2015年撤销清苑县，设立清苑区,Qingyuan
1655,面,清镇市,520181,清镇市,520181,县级市,贵阳市,520100,地级市,贵州省,520000,省, , ,Qingzhen
1656,面,晴隆县,522324,晴隆县,522324,县,黔西南布依族苗族自治州,522300,自治州,贵州省,520000,省, , ,Qinglong
1657,面,庆安县,231224,庆安县,231224,县,绥化市,231200,地级市,黑龙江省,230000,省, , ,Qingan
1658,面,庆城县,621021,庆城县,621021,县,庆阳市,621000,地级市,甘肃省,620000,省, , ,Qingcheng
1659,面,庆元县,331126,庆元县,331126,县,丽水市,331100,地级市,浙江省,330000,省, , ,Qingyuan
1660,面,庆云县,371423,庆云县,371423,县,德州市,371400,地级市,山东省,370000,省, , ,Qingyun
1661,面,邛崃市,510183,邛崃市,510183,县级市,成都市,510100,地级市,四川省,510000,省, , ,Qionglai
1662,面,琼海市,469002,琼海市,469002,县级市,不统计,0,不统计,海南省,460000,省, ,"省直辖市,省直管,是县级单位",Qionghai
1663,面,琼结县,540524,琼结县,540524,县,山南市,540500,地级市,西藏自治区,540000,自治区, , ,Qiongjie
1664,面,琼山区,460107,琼山区,460107,市辖区,海口市,460100,地级市,海南省,460000,省,琼山市,2002年撤销琼山市，设立琼山区,Qiongshan
1665,面,琼中黎族苗族自治县,469030,琼中黎族苗族自治县,469030,自治县,不统计,0,不统计,海南省,460000,省, ,"省直辖县,省直管,是县级单位",Qiongzhonglizuandmiaozu
1666,面,丘北县,532626,丘北县,532626,县,文山壮族苗族自治州,532600,自治州,云南省,530000,省, , ,Qiubei
1667,面,邱县,130430,邱县,130430,县,邯郸市,130400,地级市,河北省,130000,省, , ,Qiuxian
1668,面,曲阜市,370881,曲阜市,370881,县级市,济宁市,370800,地级市,山东省,370000,省, , ,Qufu
1669,面,曲江区,440205,曲江区,440205,市辖区,韶关市,440200,地级市,广东省,440000,省, , ,Qujiang
1670,面,曲麻莱县,632726,曲麻莱县,632726,县,玉树藏族自治州,632700,自治州,青海省,630000,省, , ,Qumalai
1671,面,曲水县,540124,曲水县,540124,县,拉萨市,540100,地级市,西藏自治区,540000,自治区, , ,Qushui
1672,面,曲松县,540525,曲松县,540525,县,山南市,540500,地级市,西藏自治区,540000,自治区, , ,Qusong
1673,面,曲沃县,141021,曲沃县,141021,县,临汾市,141000,地级市,山西省,140000,省, , ,Quwo
1674,面,曲阳县,130634,曲阳县,130634,县,保定市,130600,地级市,河北省,130000,省, , ,Quyang
1675,面,曲周县,130435,曲周县,130435,县,邯郸市,130400,地级市,河北省,130000,省, , ,Quzhou
1676,面,渠县,511725,渠县,511725,县,达州市,511700,地级市,四川省,510000,省, , ,Quxian
1677,面,衢江区,330803,衢江区,330803,市辖区,衢州市,330800,地级市,浙江省,330000,省,衢县,2001年撤销衢县，设立衢江区,Qujiang
1678,面,全椒县,341124,全椒县,341124,县,滁州市,341100,地级市,安徽省,340000,省, , ,Quanjiao
1679,面,全南县,360729,全南县,360729,县,赣州市,360700,地级市,江西省,360000,省, , ,Quannan
1680,面,全州县,450324,全州县,450324,县,桂林市,450300,地级市,广西壮族自治区,450000,自治区, , ,Quanzhou
1681,面,泉港区,350505,泉港区,350505,市辖区,泉州市,350500,地级市,福建省,350000,省,泉港区,2000年新设立泉港区,Quangang
1682,面,泉山区,320311,泉山区,320311,市辖区,徐州市,320300,地级市,江苏省,320000,省, , ,Quanshan
1683,面,确山县,411725,确山县,411725,县,驻马店市,411700,地级市,河南省,410000,省, , ,Queshan
1684,面,让胡路区,230604,让胡路区,230604,市辖区,大庆市,230600,地级市,黑龙江省,230000,省, , ,Ranghulu
1685,面,饶平县,445122,饶平县,445122,县,潮州市,445100,地级市,广东省,440000,省, , ,Raoping
1686,面,饶阳县,131124,饶阳县,131124,县,衡水市,131100,地级市,河北省,130000,省, , ,Raoyang
1687,面,仁布县,540229,仁布县,540229,县,日喀则市,540200,地级市,西藏自治区,540000,自治区, , ,Renbu
1688,面,仁和区,510411,仁和区,510411,市辖区,攀枝花市,510400,地级市,四川省,510000,省, , ,Renhe
1689,面,仁化县,440224,仁化县,440224,县,韶关市,440200,地级市,广东省,440000,省, , ,Renhua
1690,面,仁怀市,520382,仁怀市,520382,县级市,遵义市,520300,地级市,贵州省,520000,省, , ,Renhuai
1691,面,仁寿县,511421,仁寿县,511421,县,眉山市,511400,地级市,四川省,510000,省, , ,Renshou
1692,面,任城区,370811,任城区,370811,市辖区,济宁市,370800,地级市,山东省,370000,省,市中区,2013年撤销市中区，和任城区设立新的任城区,Rencheng
1693,面,任丘市,130982,任丘市,130982,县级市,沧州市,130900,地级市,河北省,130000,省, , ,Renqiu
1694,面,任泽区,130505,任泽区,130505,市辖区,邢台市,130500,地级市,河北省,130000,省,任县,2020年撤销任县，设立任泽区,Renze
1695,面,日土县,542524,日土县,542524,县,阿里地区,542500,地区,西藏自治区,540000,自治区, , ,Ritu
1696,面,荣昌区,500153,荣昌区,500153,市辖区,不统计,0,不统计,重庆市,500000,直辖市,荣昌县,2015年撤销荣昌县，设立荣昌区,Rongchang
1697,面,荣成市,371082,荣成市,371082,县级市,威海市,371000,地级市,山东省,370000,省, , ,Rongcheng
1698,面,荣县,510321,荣县,510321,县,自贡市,510300,地级市,四川省,510000,省, , ,Rongxian
1699,面,容城县,130629,容城县,130629,县,保定市,130600,地级市,河北省,130000,省, , ,Rongcheng
1700,面,容县,450921,容县,450921,县,玉林市,450900,地级市,广西壮族自治区,450000,自治区, , ,Rongxian
1701,面,榕城区,445202,榕城区,445202,市辖区,揭阳市,445200,地级市,广东省,440000,省, , ,Rongcheng
1702,面,榕江县,522632,榕江县,522632,县,黔东南苗族侗族自治州,522600,自治州,贵州省,520000,省, , ,Rongjiang
1703,面,融安县,450224,融安县,450224,县,柳州市,450200,地级市,广西壮族自治区,450000,自治区, , ,Rongan
1704,面,融水苗族自治县,450225,融水苗族自治县,450225,自治县,柳州市,450200,地级市,广西壮族自治区,450000,自治区, , ,Rongshuimiaozu
1705,面,如东县,320623,如东县,320623,县,南通市,320600,地级市,江苏省,320000,省, , ,Rudong
1706,面,如皋市,320682,如皋市,320682,县级市,南通市,320600,地级市,江苏省,320000,省, , ,Rugao
1707,面,汝城县,431026,汝城县,431026,县,郴州市,431000,地级市,湖南省,430000,省, , ,Rucheng
1708,面,汝南县,411727,汝南县,411727,县,驻马店市,411700,地级市,河南省,410000,省, , ,Runan
1709,面,汝阳县,410326,汝阳县,410326,县,洛阳市,410300,地级市,河南省,410000,省, , ,Ruyang
1710,面,汝州市,410482,汝州市,410482,县级市,平顶山市,410400,地级市,河南省,410000,省, , ,Ruzhou
1711,面,乳山市,371083,乳山市,371083,县级市,威海市,371000,地级市,山东省,370000,省, , ,Rushan
1712,面,乳源瑶族自治县,440232,乳源瑶族自治县,440232,自治县,韶关市,440200,地级市,广东省,440000,省, , ,Ruyuanyaozu
1713,面,芮城县,140830,芮城县,140830,县,运城市,140800,地级市,山西省,140000,省, , ,Ruicheng
1714,面,瑞安市,330381,瑞安市,330381,县级市,温州市,330300,地级市,浙江省,330000,省, , ,Ruian
1715,面,瑞昌市,360481,瑞昌市,360481,县级市,九江市,360400,地级市,江西省,360000,省, , ,Ruichang
1716,面,瑞金市,360781,瑞金市,360781,县级市,赣州市,360700,地级市,江西省,360000,省, , ,Ruijin
1717,面,瑞丽市,533102,瑞丽市,533102,县级市,德宏傣族景颇族自治州,533100,自治州,云南省,530000,省, , ,Ruili
1718,面,润州区,321111,润州区,321111,市辖区,镇江市,321100,地级市,江苏省,320000,省, , ,Runzhou
1719,面,若尔盖县,513232,若尔盖县,513232,县,阿坝藏族羌族自治州,513200,自治州,四川省,510000,省, , ,Ruoergai
1720,面,若羌县,652824,若羌县,652824,县,巴音郭楞蒙古自治州,652800,自治州,新疆维吾尔自治区,650000,自治区, , ,Ruoqiang
1721,面,萨尔图区,230602,萨尔图区,230602,市辖区,大庆市,230600,地级市,黑龙江省,230000,省, , ,Saertu
1722,面,萨嘎县,540236,萨嘎县,540236,县,日喀则市,540200,地级市,西藏自治区,540000,自治区, , ,Saga
1723,面,萨迦县,540224,萨迦县,540224,县,日喀则市,540200,地级市,西藏自治区,540000,自治区, , ,Sajia
1724,面,赛罕区,150105,赛罕区,150105,市辖区,呼和浩特市,150100,地级市,内蒙古自治区,150000,自治区,郊区,2000年郊区更名和调整为赛罕区,Saihan
1725,面,三都水族自治县,522732,三都水族自治县,522732,自治县,黔南布依族苗族自治州,522700,自治州,贵州省,520000,省, , ,Sandushuizu
1726,面,三河市,131082,三河市,131082,县级市,廊坊市,131000,地级市,河北省,130000,省, , ,Sanhe
1727,面,三江侗族自治县,450226,三江侗族自治县,450226,自治县,柳州市,450200,地级市,广西壮族自治区,450000,自治区, , ,Sanjiangdongzu
1728,面,三门县,331022,三门县,331022,县,台州市,331000,地级市,浙江省,330000,省, , ,Sanmen
1729,面,三水区,440607,三水区,440607,市辖区,佛山市,440600,地级市,广东省,440000,省,三水市,2002年撤销三水市，设立三水区,Sanshui
1730,面,三穗县,522624,三穗县,522624,县,黔东南苗族侗族自治州,522600,自治州,贵州省,520000,省, , ,Sansui
1731,面,三台县,510722,三台县,510722,县,绵阳市,510700,地级市,四川省,510000,省, , ,Santai
1732,面,三元区,350404,三元区,350404,市辖区,三明市,350400,地级市,福建省,350000,省, ,2021年撤销梅列区、三元区，设立新的三元区,Sanyuan
1733,面,三原县,610422,三原县,610422,县,咸阳市,610400,地级市,陕西省,610000,省, , ,Sanyuan
1734,面,桑日县,540523,桑日县,540523,县,山南市,540500,地级市,西藏自治区,540000,自治区, , ,Sangri
1735,面,桑植县,430822,桑植县,430822,县,张家界市,430800,地级市,湖南省,430000,省, , ,Sangzhi
1736,面,桑珠孜区,540202,桑珠孜区,540202,市辖区,日喀则市,540200,地级市,西藏自治区,540000,自治区,日喀则市,2014年撤销日喀则市，设立桑珠孜区,Sangzhuzi
1737,面,色达县,513333,色达县,513333,县,甘孜藏族自治州,513300,自治州,四川省,510000,省, , ,Seda
1738,面,色尼区,540602,色尼区,540602,市辖区,那曲市,540600,地级市,西藏自治区,540000,自治区,那曲县,2017年撤销那曲县，设立色尼区,Seni
1739,面,沙河口区,210204,沙河口区,210204,市辖区,大连市,210200,地级市,辽宁省,210000,省, , ,Shahekou
1740,面,沙河市,130582,沙河市,130582,县级市,邢台市,130500,地级市,河北省,130000,省, , ,Shahe
1741,面,沙坪坝区,500106,沙坪坝区,500106,市辖区,不统计,0,不统计,重庆市,500000,直辖市, , ,Shapingba
1742,面,沙坡头区,640502,沙坡头区,640502,市辖区,中卫市,640500,地级市,宁夏回族自治区,640000,自治区, , ,Shapotou
1743,面,沙市区,421002,沙市区,421002,市辖区,荆州市,421000,地级市,湖北省,420000,省, , ,Shashi
1744,面,沙湾区,511111,沙湾区,511111,市辖区,乐山市,511100,地级市,四川省,510000,省, , ,Shawan
1745,面,沙湾市,654203,沙湾市,654203,县级市,塔城地区,654200,地区,新疆维吾尔自治区,650000,自治区,沙湾县,2021年撤销沙湾县，设立沙湾市,Shawan
1746,面,沙县区,350405,沙县区,350405,市辖区,三明市,350400,地级市,福建省,350000,省,沙县,2021年撤销沙县，设立沙县区,Shaxian
1747,面,沙雅县,652924,沙雅县,652924,县,阿克苏地区,652900,地区,新疆维吾尔自治区,650000,自治区, , ,Shaya
1748,面,沙洋县,420822,沙洋县,420822,县,荆门市,420800,地级市,湖北省,420000,省, , ,Shayang
1749,面,沙依巴克区,650103,沙依巴克区,650103,市辖区,乌鲁木齐市,650100,地级市,新疆维吾尔自治区,650000,自治区, ,2001年新设立沙依巴克区,Shayibake
1750,面,莎车县,653125,莎车县,653125,县,喀什地区,653100,地区,新疆维吾尔自治区,650000,自治区, , ,Shache
1751,面,山城区,410603,山城区,410603,市辖区,鹤壁市,410600,地级市,河南省,410000,省, , ,Shancheng
1752,面,山丹县,620725,山丹县,620725,县,张掖市,620700,地级市,甘肃省,620000,省, , ,Shandan
1753,面,山海关区,130303,山海关区,130303,市辖区,秦皇岛市,130300,地级市,河北省,130000,省, , ,Shanhaiguan
1754,面,山亭区,370406,山亭区,370406,市辖区,枣庄市,370400,地级市,山东省,370000,省, , ,Shanting
1755,面,山阳区,410811,山阳区,410811,市辖区,焦作市,410800,地级市,河南省,410000,省, , ,Shanyang
1756,面,山阳县,611024,山阳县,611024,县,商洛市,611000,地级市,陕西省,610000,省, , ,Shanyang
1757,面,山阴县,140621,山阴县,140621,县,朔州市,140600,地级市,山西省,140000,省, , ,Shanyin
1758,面,陕州区,411203,陕州区,411203,市辖区,三门峡市,411200,地级市,河南省,410000,省,陕县,2015年撤销陕县，设立陕州区,Shanzhou
1759,面,鄯善县,650421,鄯善县,650421,县,吐鲁番市,650400,地级市,新疆维吾尔自治区,650000,自治区, , ,Shanshan
1760,面,商城县,411524,商城县,411524,县,信阳市,411500,地级市,河南省,410000,省, , ,Shangcheng
1761,面,商都县,150923,商都县,150923,县,乌兰察布市,150900,地级市,内蒙古自治区,150000,自治区, , ,Shangdu
1762,面,商河县,370126,商河县,370126,县,济南市,370100,地级市,山东省,370000,省, , ,Shanghe
1763,面,商南县,611023,商南县,611023,县,商洛市,611000,地级市,陕西省,610000,省, , ,Shangnan
1764,面,商水县,411623,商水县,411623,县,周口市,411600,地级市,河南省,410000,省, , ,Shangshui
1765,面,商州区,611002,商州区,611002,市辖区,商洛市,611000,地级市,陕西省,610000,省, , ,Shangzhou
1766,面,上蔡县,411722,上蔡县,411722,县,驻马店市,411700,地级市,河南省,410000,省, , ,Shangcai
1767,面,上城区,330102,上城区,330102,市辖区,杭州市,330100,地级市,浙江省,330000,省, ,2021年撤销上城区、江干区，设立新的上城区,Shangcheng
1768,面,上党区,140404,上党区,140404,市辖区,长治市,140400,地级市,山西省,140000,省,长治县,2018年撤销长治县，设立上党区,Shangdang
1769,面,上高县,360923,上高县,360923,县,宜春市,360900,地级市,江西省,360000,省, , ,Shanggao
1770,面,上杭县,350823,上杭县,350823,县,龙岩市,350800,地级市,福建省,350000,省, , ,Shanghang
1771,面,上街区,410106,上街区,410106,市辖区,郑州市,410100,地级市,河南省,410000,省, , ,Shangjie
1772,面,上栗县,360322,上栗县,360322,县,萍乡市,360300,地级市,江西省,360000,省, , ,Shangli
1773,面,上林县,450125,上林县,450125,县,南宁市,450100,地级市,广西壮族自治区,450000,自治区, , ,Shanglin
1774,面,广信区,361104,广信区,361104,市辖区,上饶市,361100,地级市,江西省,360000,省,上饶县,2019年撤销上饶县，设立广信区,Guangxin
1775,面,上思县,450621,上思县,450621,县,防城港市,450600,地级市,广西壮族自治区,450000,自治区, , ,Shangsi
1776,面,上犹县,360724,上犹县,360724,县,赣州市,360700,地级市,江西省,360000,省, , ,Shangyou
1777,面,上虞区,330604,上虞区,330604,市辖区,绍兴市,330600,地级市,浙江省,330000,省,上虞区,2013年撤销上虞市，设立上虞区,Shangyu
1778,面,尚义县,130725,尚义县,130725,县,张家口市,130700,地级市,河北省,130000,省, , ,Shangyi
1779,面,尚志市,230183,尚志市,230183,县级市,哈尔滨市,230100,地级市,黑龙江省,230000,省, , ,Shangzhi
1780,面,韶山市,430382,韶山市,430382,县级市,湘潭市,430300,地级市,湖南省,430000,省, , ,Shaoshan
1781,面,邵东市,430582,邵东市,430582,县级市,邵阳市,430500,地级市,湖南省,430000,省,邵东县,2019年撤销邵东县，设立邵东市,Shaodong
1782,面,邵武市,350781,邵武市,350781,县级市,南平市,350700,地级市,福建省,350000,省, , ,Shaowu
1783,面,邵阳县,430523,邵阳县,430523,县,邵阳市,430500,地级市,湖南省,430000,省, , ,Shaoyang
1784,面,社旗县,411327,社旗县,411327,县,南阳市,411300,地级市,河南省,410000,省, , ,Sheqi
1785,面,射洪市,510981,射洪市,510981,县级市,遂宁市,510900,地级市,四川省,510000,省,射洪县,2019年撤销射洪县，设立射洪市,Shehong
1786,面,射阳县,320924,射阳县,320924,县,盐城市,320900,地级市,江苏省,320000,省, , ,Sheyang
1787,面,涉县,130426,涉县,130426,县,邯郸市,130400,地级市,河北省,130000,省, , ,Shexian
1788,面,歙县,341021,歙县,341021,县,黄山市,341000,地级市,安徽省,340000,省, , ,Shexian
1789,面,申扎县,540625,申扎县,540625,县,那曲市,540600,地级市,西藏自治区,540000,自治区, , ,Shenzha
1790,面,莘县,371522,莘县,371522,县,聊城市,371500,地级市,山东省,370000,省, , ,Shenxian
1791,面,深泽县,130128,深泽县,130128,县,石家庄市,130100,地级市,河北省,130000,省, , ,Shenze
1792,面,深州市,131182,深州市,131182,县级市,衡水市,131100,地级市,河北省,130000,省, , ,Shenzhou
1793,面,什邡市,510682,什邡市,510682,县级市,德阳市,510600,地级市,四川省,510000,省, , ,Shifang
1794,面,神池县,140927,神池县,140927,县,忻州市,140900,地级市,山西省,140000,省, , ,Shenchi
1795,面,神木市,610881,神木市,610881,县级市,榆林市,610800,地级市,陕西省,610000,省,神木县,2017年撤销神木县，设立神木市,Shenmu
1796,面,神农架林区,429021,神农架林区,429021,林区,不统计,0,不统计,湖北省,420000,省, , ,Shennongjialin
1797,面,沈北新区,210113,沈北新区,210113,市辖区,沈阳市,210100,地级市,辽宁省,210000,省, , ,Shenbeixin
1798,面,沈河区,210103,沈河区,210103,市辖区,沈阳市,210100,地级市,辽宁省,210000,省, , ,Shenhe
1799,面,沈丘县,411624,沈丘县,411624,县,周口市,411600,地级市,河南省,410000,省, , ,Shenqiu
1800,面,嵊泗县,330922,嵊泗县,330922,县,舟山市,330900,地级市,浙江省,330000,省, , ,Shengsi
1801,面,嵊州市,330683,嵊州市,330683,县级市,绍兴市,330600,地级市,浙江省,330000,省, , ,Shengzhou
1802,面,师宗县,530323,师宗县,530323,县,曲靖市,530300,地级市,云南省,530000,省, , ,Shizong
1803,面,施秉县,522623,施秉县,522623,县,黔东南苗族侗族自治州,522600,自治州,贵州省,520000,省, , ,Shibing
1804,面,施甸县,530521,施甸县,530521,县,保山市,530500,地级市,云南省,530000,省, , ,Shidian
1805,面,浉河区,411502,浉河区,411502,市辖区,信阳市,411500,地级市,河南省,410000,省, , ,Shihe
1806,面,石城县,360735,石城县,360735,县,赣州市,360700,地级市,江西省,360000,省, , ,Shicheng
1807,面,石峰区,430204,石峰区,430204,市辖区,株洲市,430200,地级市,湖南省,430000,省, , ,Shifeng
1808,面,石鼓区,430407,石鼓区,430407,市辖区,衡阳市,430400,地级市,湖南省,430000,省, ,2001年新设立石鼓区,Shigu
1809,面,石拐区,150205,石拐区,150205,市辖区,包头市,150200,地级市,内蒙古自治区,150000,自治区, , ,Shiguai
1810,面,石河子市,659001,石河子市,659001,县级市,不统计,0,不统计,新疆维吾尔自治区,650000,自治区, ,"省直辖市,省直管,是县级单位",Shihezi
1811,面,石景山区,110107,石景山区,110107,市辖区,不统计,0,不统计,北京市,110000,直辖市, , ,Shijingshan
1812,面,石林彝族自治县,530126,石林彝族自治县,530126,自治县,昆明市,530100,地级市,云南省,530000,省, , ,Shilinyizu
1813,面,石龙区,410404,石龙区,410404,市辖区,平顶山市,410400,地级市,河南省,410000,省, , ,Shilong
1814,面,石楼县,141126,石楼县,141126,县,吕梁市,141100,地级市,山西省,140000,省, , ,Shilou
1815,面,石门县,430726,石门县,430726,县,常德市,430700,地级市,湖南省,430000,省, , ,Shimen
1816,面,石棉县,511824,石棉县,511824,县,雅安市,511800,地级市,四川省,510000,省, , ,Shimian
1817,面,石屏县,532525,石屏县,532525,县,红河哈尼族彝族自治州,532500,自治州,云南省,530000,省, , ,Shiping
1818,面,石阡县,520623,石阡县,520623,县,铜仁市,520600,地级市,贵州省,520000,省, , ,Shiqian
1819,面,石渠县,513332,石渠县,513332,县,甘孜藏族自治州,513300,自治州,四川省,510000,省, , ,Shiqu
1820,面,石泉县,610922,石泉县,610922,县,安康市,610900,地级市,陕西省,610000,省, , ,Shiquan
1821,面,石狮市,350581,石狮市,350581,县级市,泉州市,350500,地级市,福建省,350000,省, , ,Shishi
1822,面,石首市,421081,石首市,421081,县级市,荆州市,421000,地级市,湖北省,420000,省, , ,Shishou
1823,面,石台县,341722,石台县,341722,县,池州市,341700,地级市,安徽省,340000,省, , ,Shitai
1824,面,石柱土家族自治县,500240,石柱土家族自治县,500240,自治县,不统计,0,不统计,重庆市,500000,直辖市, , ,Shizhutujiazu
1825,面,始兴县,440222,始兴县,440222,县,韶关市,440200,地级市,广东省,440000,省, , ,Shixing
1826,面,市北区,370203,市北区,370203,市辖区,青岛市,370200,地级市,山东省,370000,省,四方区(市北区 ),2012年撤销四方区，和市北区设立新的市北区,Shibei
1827,面,市南区,370202,市南区,370202,市辖区,青岛市,370200,地级市,山东省,370000,省, , ,Shinan
1828,面,寿光市,370783,寿光市,370783,县级市,潍坊市,370700,地级市,山东省,370000,省, , ,Shouguang
1829,面,寿宁县,350924,寿宁县,350924,县,宁德市,350900,地级市,福建省,350000,省, , ,Shouning
1830,面,寿县,340422,寿县,340422,县,淮南市,340400,地级市,安徽省,340000,省, , ,Shouxian
1831,面,寿阳县,140725,寿阳县,140725,县,晋中市,140700,地级市,山西省,140000,省, , ,Shouyang
1832,面,舒城县,341523,舒城县,341523,县,六安市,341500,地级市,安徽省,340000,省, , ,Shucheng
1833,面,舒兰市,220283,舒兰市,220283,县级市,吉林市,220200,地级市,吉林省,220000,省, , ,Shulan
1834,面,疏附县,653121,疏附县,653121,县,喀什地区,653100,地区,新疆维吾尔自治区,650000,自治区, , ,Shufu
1835,面,疏勒县,653122,疏勒县,653122,县,喀什地区,653100,地区,新疆维吾尔自治区,650000,自治区, , ,Shule
1836,面,蜀山区,340104,蜀山区,340104,市辖区,合肥市,340100,地级市,安徽省,340000,省,西市区,2002年西市区更名为蜀山区,Shushan
1837,面,沭阳县,321322,沭阳县,321322,县,宿迁市,321300,地级市,江苏省,320000,省, , ,Shuyang
1838,面,双柏县,532322,双柏县,532322,县,楚雄彝族自治州,532300,自治州,云南省,530000,省, , ,Shuangbai
1839,面,双城区,230113,双城区,230113,市辖区,哈尔滨市,230100,地级市,黑龙江省,230000,省,双城市,2014年撤销双城市，设立双城区,Shuangcheng
1840,面,双峰县,431321,双峰县,431321,县,娄底市,431300,地级市,湖南省,430000,省, , ,Shuangfeng
1841,面,双河市,659007,双河市,659007,县级市,不统计,0,不统计,新疆维吾尔自治区,650000,自治区, ,"2014年新设双河市，省直管,是县级单位",Shuanghe
1842,面,双湖县,540630,双湖县,540630,县,那曲市,540600,地级市,西藏自治区,540000,自治区,尼玛县,2012年尼玛县拆出六乡一镇，设立双湖县,Shuanghu
1843,面,双江拉祜族佤族布朗族傣族自治县,530925,双江拉祜族佤族布朗族傣族自治县,530925,自治县,临沧市,530900,地级市,云南省,530000,省, , ,Shuangjianglahuzuwazubulangzudaizu
1844,面,双辽市,220382,双辽市,220382,县级市,四平市,220300,地级市,吉林省,220000,省, , ,Shuangliao
1845,面,双流区,510116,双流区,510116,市辖区,成都市,510100,地级市,四川省,510000,省,双流县,2015年撤销双流县，设立双流区,Shuangliu
1846,面,双滦区,130803,双滦区,130803,市辖区,承德市,130800,地级市,河北省,130000,省, , ,Shuangluan
1847,面,双牌县,431123,双牌县,431123,县,永州市,431100,地级市,湖南省,430000,省, , ,Shuangpai
